image_id,vertebra,keypoint,gt_x,gt_y,pred_x,pred_y,pred_score,pixel_error,normalized_error,match_iou
0292130,C3,top_right,185.0,236.0,184.9912567138672,237.69766235351562,0.13649167120456696,1.697684868165058,0.0024012990455617466,0.9236384630203247
0292130,C3,top_left,138.0,243.0,140.46466064453125,242.7043914794922,0.13206987082958221,2.482324815590823,0.005517340387197659,0.9236384630203247
0292130,C4,bottom_left,135.0,348.0,137.25833129882812,348.3077087402344,0.45830872654914856,2.279198307318464,0.0050596720853183,0.910743772983551
0292130,C4,bottom_right,189.0,347.0,187.40098571777344,344.9624328613281,0.14147983491420746,2.5900823383359883,0.004587511174900728,0.910743772983551
0292130,C4,top_right,187.0,298.0,187.40098571777344,299.24322509765625,0.2232597917318344,1.3062917703563286,0.001973139345332624,0.910743772983551
0292130,C4,top_left,138.0,305.0,137.25833129882812,306.4914245605469,0.1356641799211502,1.6656589333054999,0.0026815580071845252,0.910743772983551
0292130,C6,bottom_left,142.0,471.0,140.66619873046875,469.30560302734375,0.24856092035770416,2.1563874715713407,0.003821992269014798,0.8851265907287598
0292130,C6,bottom_right,196.0,463.0,195.22584533691406,460.39447021484375,0.26431968808174133,2.7181061244392346,0.004070348737694633,0.8851265907287598
0292130,C6,top_right,190.0,419.0,189.101806640625,418.06671142578125,0.14516210556030273,1.2952910381812324,0.002400455981832256,0.8851265907287598
0292130,C6,top_left,138.0,427.0,138.4392852783203,427.5347595214844,0.2183855026960373,0.6920544065080086,0.0012383786419092279,0.8851265907287598
0292130,C7,bottom_left,154.0,537.0,153.8925018310547,534.6116333007812,0.3286096155643463,2.3907846716640253,0.003386681860927063,0.8579121232032776
0292130,C7,bottom_right,211.0,522.0,207.4805145263672,519.6259155273438,0.19578483700752258,4.245356885165237,0.008543571086092243,0.8579121232032776
0292130,C7,top_right,200.0,476.0,199.10739135742188,476.888916015625,0.1636190563440323,1.2597308727024945,0.0023559707344053974,0.8579121232032776
0292130,C7,top_left,142.0,490.0,146.0775909423828,489.6545104980469,0.3290596604347229,4.092201227867732,0.009114874286583868,0.8579121232032776
3217138,C4,bottom_left,289.0,304.0,288.51788330078125,304.2490234375,0.17167070508003235,0.5426317204973361,0.0008843237261580222,0.9686903953552246
3217138,C4,bottom_right,338.0,290.0,338.0643005371094,289.6294250488281,0.1340373009443283,0.376112155491672,0.0005099079815230614,0.9686903953552246
3217138,C4,top_right,331.0,249.0,330.7780456542969,248.69456481933594,0.11274637281894684,0.37756374450387953,0.0005572598746220436,0.9686903953552246
3217138,C4,top_left,283.0,263.0,283.4175109863281,263.31414794921875,0.2264634370803833,0.5224981891863647,0.0008250772767178825,0.9686903953552246
3217138,C6,bottom_left,291.0,411.0,292.8403625488281,411.3372802734375,0.2921179533004761,1.871013707587207,0.0031572696621574967,0.9367080926895142
3217138,C6,bottom_right,344.0,410.0,345.5721740722656,409.1586608886719,0.14623108506202698,1.7831384729612778,0.002898887439543161,0.9367080926895142
3217138,C6,top_right,347.0,369.0,345.5721740722656,369.2176818847656,0.37609726190567017,1.4443241612829314,0.002441745507991231,0.9367080926895142
3217138,C6,top_left,296.0,370.0,295.7699279785156,370.6700744628906,0.07857439666986465,0.7084722442608928,0.0009816965395685055,0.9367080926895142
3217138,C5,bottom_left,293.0,358.0,294.59967041015625,357.08477783203125,0.34954020380973816,1.8429804768013374,0.0029815096198106436,0.9210238456726074
3217138,C5,bottom_right,344.0,350.0,345.3800048828125,348.3651428222656,0.22899837791919708,2.1394325107784886,0.003212162830573223,0.9210238456726074
3217138,C5,top_right,343.0,308.0,342.43621826171875,309.8534240722656,0.09215901046991348,1.937274022969678,0.002668723935832207,0.9210238456726074
3217138,C5,top_left,295.0,317.0,294.59967041015625,317.846435546875,0.11744796484708786,0.9363316268919072,0.0013252476016291728,0.9210238456726074
3217138,C3,bottom_left,277.0,251.0,276.6517333984375,252.7611541748047,0.12246350198984146,1.795258659134074,0.0024398733620167768,0.8897159099578857
3217138,C3,bottom_right,325.0,232.0,323.93316650390625,230.7163848876953,0.14033228158950806,1.6690720370686787,0.00250145831629137,0.8897159099578857
3217138,C3,top_right,314.0,188.0,312.2946472167969,187.36166381835938,0.05135052651166916,1.8209066961187708,0.00301978424419193,0.8897159099578857
3217138,C3,top_left,270.0,207.0,270.1050720214844,206.46713256835938,0.0962471216917038,0.5431278205009288,0.0007381014774450521,0.8897159099578857
3217138,C7,bottom_left,291.0,476.0,290.1751403808594,475.5497131347656,0.11190511286258698,0.93976148691645,0.0015256247269717577,0.820928692817688
3217138,C7,bottom_right,345.0,473.0,345.0592956542969,474.09771728515625,0.09913675487041473,1.0993176123165236,0.0014788570024217662,0.820928692817688
3217138,C7,top_right,346.0,428.0,293.1023254394531,429.0863952636719,0.05675646290183067,52.90882940098427,0.08982116464680953,0.820928692817688
3217138,C7,top_left,293.0,426.0,294.56585693359375,429.0863952636719,0.18952913582324982,3.460887698279129,0.004927137997997654,0.820928692817688
1644046,C3,bottom_left,167.0,331.0,167.00086975097656,329.8985900878906,0.3017449975013733,1.1014102555176895,0.0014744450276291234,0.9477486610412598
1644046,C3,bottom_right,230.0,322.0,228.50514221191406,319.4167175292969,0.08938954025506973,2.9846185903802223,0.0042502070123816345,0.9477486610412598
1644046,C3,top_right,228.0,270.0,228.50514221191406,269.2535400390625,0.07833695411682129,0.9013163304524364,0.0013021862892501903,0.9477486610412598
1644046,C3,top_left,170.0,279.0,170.00108337402344,278.9867248535156,0.18833306431770325,0.013319279764922465,1.786127145140767e-05,0.9477486610412598
1644046,C7,bottom_left,185.0,586.0,187.24256896972656,584.0889282226562,0.2412966936826706,2.9464064421155913,0.004503871869877,0.9278853535652161
1644046,C7,bottom_right,250.0,567.0,248.93194580078125,568.23095703125,0.16955514252185822,1.6297223644696721,0.002414959583683761,0.9278853535652161
1644046,C7,top_right,241.0,520.0,242.91346740722656,519.9017944335938,0.15312229096889496,1.9159858694133198,0.003165487209391361,0.9278853535652161
1644046,C7,top_left,180.0,529.0,182.7287139892578,531.2289428710938,0.36415091156959534,3.523360094820133,0.005407953505593344,0.9278853535652161
1644046,C4,bottom_left,170.0,396.0,168.65721130371094,393.607177734375,0.26863259077072144,2.74384399661359,0.0038970346653052915,0.8981207609176636
1644046,C4,bottom_right,234.0,382.0,231.55819702148438,382.34307861328125,0.17738808691501617,2.4657868360380957,0.004062085220839388,0.8981207609176636
1644046,C4,top_right,227.0,333.0,226.3164520263672,335.7847595214844,0.12328445911407471,2.867424528170778,0.003895374075003554,0.8981207609176636
1644046,C4,top_left,166.0,350.0,168.65721130371094,349.3016662597656,0.17204158008098602,2.7474427974607427,0.004490473848783494,0.8981207609176636
1644046,C6,bottom_left,179.0,514.0,175.89395141601562,512.1587524414062,0.19325700402259827,3.6107797465504303,0.005695007328084121,0.8929005861282349
1644046,C6,bottom_right,240.0,503.0,239.2017822265625,502.4104309082031,0.09962351620197296,0.9923423440696826,0.0015374155824165255,0.8929005861282349
1644046,C6,top_right,237.0,457.0,233.92613220214844,455.1685485839844,0.1572035253047943,3.5781108881495625,0.005641391342185408,0.8929005861282349
1644046,C6,top_left,174.0,469.0,175.89395141601562,468.666259765625,0.26940983533859253,1.9231314334356535,0.003162218541881551,0.8929005861282349
1644046,C5,bottom_left,176.0,453.0,172.410888671875,451.9241027832031,0.34455686807632446,3.7469020465961567,0.006104751448113051,0.87782883644104
1644046,C5,bottom_right,241.0,442.0,236.5438690185547,441.420166015625,0.2553398013114929,4.493696782520262,0.0074062937837884295,0.87782883644104
1644046,C5,top_right,234.0,396.0,231.2623291015625,397.15350341796875,0.0942363515496254,2.9707595128884425,0.004781297670995692,0.87782883644104
1644046,C5,top_left,169.0,412.0,172.410888671875,410.6585998535156,0.2160487323999405,3.6651761055798544,0.005916903991215568,0.87782883644104
3011135,C5,bottom_left,181.0,426.0,181.74444580078125,426.1716003417969,0.13684283196926117,0.763967425749057,0.0013419330075372592,0.9614431858062744
3011135,C5,bottom_right,241.0,417.0,240.792724609375,417.08258056640625,0.24613818526268005,0.22312023105653914,0.00038427482881309356,0.9614431858062744
3011135,C5,top_right,239.0,373.0,240.792724609375,374.43408203125,0.18113800883293152,2.2957466753570337,0.003714231850622363,0.9614431858062744
3011135,C5,top_left,190.0,384.0,190.88287353515625,383.5231018066406,0.05333062261343002,1.0034428563245295,0.0016921720080381644,0.9614431858062744
3011135,C4,bottom_left,188.0,367.0,186.9597625732422,365.4444580078125,0.28964006900787354,1.8713109825698058,0.00277769464410576,0.942898154258728
3011135,C4,bottom_right,236.0,353.0,235.87889099121094,354.935302734375,0.25637882947921753,1.939088462574418,0.002589354528847559,0.942898154258728
3011135,C4,top_right,230.0,310.0,229.58929443359375,311.4975280761719,0.1298053115606308,1.55282626240031,0.0021257915977091948,0.942898154258728
3011135,C4,top_left,186.0,320.0,189.05628967285156,319.90484619140625,0.10734812170267105,3.0577705623000897,0.005430060822267611,0.942898154258728
3011135,C6,bottom_left,190.0,483.0,190.08822631835938,482.8578796386719,0.2112247794866562,0.16727845155693724,0.00024589661285578625,0.9280105233192444
3011135,C6,bottom_right,241.0,476.0,241.6390838623047,475.8659362792969,0.2526490092277527,0.6529940767472875,0.0011491279887651685,0.9280105233192444
3011135,C6,top_right,238.0,429.0,236.06600952148438,426.9223327636719,0.1155896708369255,2.838489090326127,0.0044129812419985304,0.9280105233192444
3011135,C6,top_left,185.0,441.0,185.90843200683594,440.9062194824219,0.1910964995622635,0.9132598187379044,0.0016183936535977491,0.9280105233192444
3011135,C3,bottom_left,185.0,303.0,183.64552307128906,304.49688720703125,0.23918002843856812,2.018732042888315,0.0031259219171568793,0.8444172143936157
3011135,C3,bottom_right,227.0,295.0,226.77102661132812,294.0354309082031,0.22578832507133484,0.9913739685757992,0.001348866079014411,0.8444172143936157
3011135,C3,top_right,220.0,252.0,221.20645141601562,250.0972900390625,0.08746089041233063,2.252960322477271,0.0033208596418706866,0.8444172143936157
3011135,C3,top_left,181.0,261.0,179.47207641601562,260.5587463378906,0.15861116349697113,1.5903632518454995,0.0027769362013552092,0.8444172143936157
3011135,C7,bottom_left,197.0,553.0,196.85243225097656,554.4381713867188,0.18090976774692535,1.4457223724243795,0.001935392706447425,0.8432867527008057
3011135,C7,bottom_right,245.0,542.0,245.32862854003906,543.2098388671875,0.042594827711582184,1.2536773117057431,0.0017154790093843752,0.8432867527008057
3011135,C7,top_right,242.0,492.0,241.8158721923828,489.87530517578125,0.08635139465332031,2.132658234598281,0.002851741978806356,0.8432867527008057
3011135,C7,top_left,192.0,503.0,191.23199462890625,501.80535888671875,0.1778087019920349,1.4202111249989253,0.0020971499719297237,0.8432867527008057
1132030,C6,bottom_left,199.0,571.0,199.03030395507812,568.9750366210938,0.34206441044807434,2.025190118385134,0.002744382594146942,0.8915448784828186
1132030,C6,bottom_right,266.0,559.0,263.55950927734375,557.8093872070312,0.26759073138237,2.7154288409295635,0.004632506899981058,0.8915448784828186
1132030,C6,top_right,260.0,509.0,263.55950927734375,510.3555908203125,0.10194049030542374,3.808901779727556,0.006594624504513495,0.8915448784828186
1132030,C6,top_left,196.0,524.0,199.03030395507812,523.61474609375,0.2755173444747925,3.0546951783186174,0.005417210764719512,0.8915448784828186
1132030,C7,bottom_left,222.0,651.0,223.9883575439453,649.2407836914062,0.3003680109977722,2.6548837531964478,0.004266120533438979,0.8788489103317261
1132030,C7,bottom_right,286.0,625.0,280.71588134765625,625.4411010742188,0.22635453939437866,5.302497533212445,0.00942132473837139,0.8788489103317261
1132030,C7,top_right,267.0,571.0,266.00872802734375,572.9417114257812,0.09696096181869507,2.1801062783229783,0.0031675688690927352,0.8788489103317261
1132030,C7,top_left,207.0,597.0,209.28121948242188,596.741455078125,0.3083301782608032,2.295823992297423,0.004074199496412409,0.8788489103317261
1132030,C5,bottom_left,195.0,495.0,197.93995666503906,496.4266052246094,0.36387377977371216,3.267804715583594,0.005576972770223001,0.8705819845199585
1132030,C5,bottom_right,263.0,496.0,260.3005676269531,492.928466796875,0.09118489176034927,4.089162671568936,0.006355572187066924,0.8705819845199585
1132030,C5,top_right,268.0,442.0,264.5046081542969,444.654541015625,0.19577711820602417,4.389117469223546,0.007184767062313064,0.8705819845199585
1132030,C5,top_left,199.0,455.0,202.14402770996094,454.4492492675781,0.13273246586322784,3.1919017231527427,0.0056439115675730005,0.8705819845199585
1132030,C4,bottom_left,205.0,424.0,205.8910675048828,422.79498291015625,0.14844374358654022,1.49868858842442,0.0022759583737871013,0.8594782948493958
1132030,C4,bottom_right,270.0,428.0,265.7513732910156,424.8751525878906,0.04881126806139946,5.274040221809277,0.008664850224701998,0.8594782948493958
1132030,C4,top_right,276.0,378.0,272.7118835449219,381.1908264160156,0.14747419953346252,4.58182093051427,0.007274943309271281,0.8594782948493958
1132030,C4,top_left,213.0,381.0,213.547607421875,381.1908264160156,0.10361189395189285,0.5799039657925721,0.0010081152643535377,0.8594782948493958
1132030,C3,bottom_left,218.0,353.0,220.15335083007812,353.79339599609375,0.16966375708580017,2.2948631776242663,0.003979548144546925,0.824061393737793
1132030,C3,bottom_right,282.0,362.0,272.00439453125,357.9625549316406,0.03135800361633301,10.780217593672418,0.01860815307334402,0.824061393737793
1132030,C3,top_right,293.0,312.0,283.9161071777344,315.5759582519531,0.05828184634447098,9.762406784503531,0.01687417153385119,0.824061393737793
1132030,C3,top_left,229.0,307.0,231.3643798828125,306.542724609375,0.0910501554608345,2.4081928936693786,0.004252464918826766,0.824061393737793
2323127,C5,bottom_left,188.0,518.0,187.03115844726562,516.84228515625,0.3118616044521332,1.5096216790122754,0.0024755394723350167,0.952430248260498
2323127,C5,bottom_right,230.0,495.0,230.16612243652344,495.3119812011719,0.1403326690196991,0.35345287352224125,0.0005447209449746765,0.952430248260498
2323127,C5,top_right,213.0,458.0,212.52000427246094,459.42816162109375,0.0781283900141716,1.506665694313401,0.002223964287041777,0.952430248260498
2323127,C5,top_left,176.0,478.0,175.92063903808594,477.0438232421875,0.17176227271556854,0.9594645144333113,0.0013647411995260936,0.952430248260498
2323127,C4,bottom_left,171.0,461.0,171.124267578125,460.2039794921875,0.2698895037174225,0.8056618892755963,0.0011538367020172094,0.9365390539169312
2323127,C4,bottom_right,212.0,445.0,210.78900146484375,445.3155822753906,0.12006253749132156,1.2514430169573474,0.0023583566969014873,0.9365390539169312
2323127,C4,top_right,203.0,399.0,202.98609924316406,401.9451599121094,0.16056303679943085,2.945192716773677,0.0041776163413452996,0.9365390539169312
2323127,C4,top_left,164.0,418.0,164.62185668945312,418.7754821777344,0.19848543405532837,0.9940213026898614,0.0016197868507443597,0.9365390539169312
2323127,C6,bottom_left,214.0,571.0,212.25938415527344,572.4466552734375,0.321675181388855,2.2633062097466383,0.003909881691530323,0.9026129841804504
2323127,C6,bottom_right,253.0,545.0,255.0335693359375,545.7918701171875,0.19776010513305664,2.1823066985554136,0.004047261810794055,0.9026129841804504
2323127,C6,top_right,234.0,511.0,236.2388458251953,510.68548583984375,0.10348135977983475,2.260829446449526,0.004303959257079528,0.9026129841804504
2323127,C6,top_left,195.0,534.0,196.70513916015625,534.0897216796875,0.2979874312877655,1.7074980337629404,0.0032627872435542203,0.9026129841804504
2323127,C7,bottom_left,242.0,624.0,241.60604858398438,623.0927734375,0.2707526385784149,0.9890691350387406,0.0014910947229762042,0.8804113864898682
2323127,C7,bottom_right,283.0,600.0,281.23199462890625,597.097900390625,0.20450179278850555,3.3982385341454293,0.005326632937231535,0.8804113864898682
2323127,C7,top_right,261.0,564.0,263.04302978515625,562.0047607421875,0.07778004556894302,2.8556873776643985,0.0048238280878689374,0.8804113864898682
2323127,C7,top_left,220.0,585.0,221.46826171875,585.400146484375,0.23933462798595428,1.5218113167224037,0.002864184862277419,0.8804113864898682
2323127,C3,bottom_left,162.0,399.0,161.09579467773438,396.9516906738281,0.3314211964607239,2.239008343105528,0.0033808876855993125,0.856746256351471
2323127,C3,bottom_right,205.0,388.0,204.38519287109375,387.8389587402344,0.07634700834751129,0.6355486551797949,0.0011975274623185308,0.856746256351471
2323127,C3,top_right,205.0,346.0,205.67742919921875,350.08599853515625,0.16379334032535553,4.14177429965144,0.005938718001398295,0.856746256351471
2323127,C3,top_left,163.0,357.0,163.0341339111328,357.2460632324219,0.11575181037187576,0.24841948039379766,0.00035507555700884974,0.856746256351471
3983154,C7,bottom_left,276.0,475.0,276.91107177734375,474.8443603515625,0.13775892555713654,0.9242702438345878,0.0016371489312566384,0.9097191691398621
3983154,C7,bottom_right,327.0,461.0,325.1479797363281,457.423828125,0.09485125541687012,4.027280017157021,0.00578910263545155,0.9097191691398621
3983154,C7,top_right,320.0,423.0,318.1571350097656,421.1891174316406,0.1523415744304657,2.5836886516411743,0.004073067761640054,0.9097191691398621
3983154,C7,top_left,271.0,431.0,272.716552734375,431.6414489746094,0.22385236620903015,1.8324874015713473,0.0031764796439251856,0.9097191691398621
3983154,C6,bottom_left,269.0,413.0,267.5168151855469,413.205322265625,0.1913122981786728,1.4973290976220737,0.0026578843423969503,0.8491277098655701
3983154,C6,bottom_right,322.0,403.0,319.98040771484375,404.1949768066406,0.15521278977394104,2.346640698247533,0.003935102063522954,0.8491277098655701
3983154,C6,top_right,321.0,371.0,317.1823425292969,370.2328186035156,0.05871722847223282,3.893979437378567,0.006881139554755712,0.8491277098655701
3983154,C6,top_left,271.0,376.0,267.5168151855469,377.8569641113281,0.14279349148273468,3.9472638830457614,0.0066819184709634785,0.8491277098655701
3983154,C3,bottom_left,286.0,249.0,285.8357849121094,252.1022491455078,0.16992966830730438,3.1065924026004565,0.004135703392600003,0.8428074717521667
3983154,C3,bottom_right,337.0,253.0,337.6154479980469,250.00930786132812,0.05574875697493553,3.053361378319582,0.004125522242572246,0.8428074717521667
3983154,C3,top_right,343.0,212.0,340.4143371582031,211.63864135742188,0.09821909666061401,2.6107915274902735,0.004634006649408833,0.8428074717521667
3983154,C3,top_left,300.0,212.0,298.43084716796875,210.94097900390625,0.14028556644916534,1.8930837489237213,0.003131580754459782,0.8428074717521667
3983154,C5,bottom_left,270.0,355.0,267.67047119140625,356.4552917480469,0.17508858442306519,2.7467396203501973,0.0045812677766289426,0.8305907845497131
